# Source: GENCODE
# Version: 43
# GenomeBuild: GRCh38
# URL: https://ftp.ebi.ac.uk/pub/databases/gencode/Gencode_human/release_43/gencode.v43.annotation.gtf.gz
# Assays:
# BiosampleAgnostic: True
# BiosampleTermName:
# BiosampleTermID:
# Metadata:
TSSChr	TSSStart	TSSEnd	GeneSymbol	GeneEnsemblID	GeneStrand
chr2	156254931	156254932	LINC01876	ENSG00000226383	-
chr2	156332775	156332776	NR4A2	ENSG00000153234	-
chr2	156436387	156436388	GPD2	ENSG00000115159	+
chr2	157257597	157257598	GALNT5	ENSG00000136542	+
chr2	157325948	157325949	ERMN	ENSG00000136541	-
chr2	157444092	157444093	CYTIP	ENSG00000115165	-
chr2	157628887	157628888	ACVR1C	ENSG00000123612	-
chr2	157875862	157875863	ACVR1	ENSG00000115170	-
chr2	158101869	158101870	UPP2	ENSG00000007001	+
chr2	158456753	158456754	CCDC148	ENSG00000153237	-
chr2	158456879	158456880	PKP4	ENSG00000144283	+
chr2	158795316	158795317	DAPL1	ENSG00000163331	+
chr2	158968633	158968634	TANC1	ENSG00000115183	+
chr2	159286799	159286800	WDSUB1	ENSG00000196151	-
chr2	159616601	159616602	BAZ2B	ENSG00000123636	-
chr2	159712456	159712457	MARCH7	ENSG00000136536	+
chr2	159904756	159904757	LY75-CD302	ENSG00000248672	-
chr2	159798255	159798256	CD302	ENSG00000241399	-
chr2	159904756	159904757	LY75	ENSG00000054219	-
chr2	160062615	160062616	PLA2R1	ENSG00000153246	-
chr2	160200313	160200314	ITGB6	ENSG00000115221	-
chr2	160493807	160493808	RBMS1	ENSG00000153250	-
chr2	161136954	161136955	TANK	ENSG00000136560	+
chr2	161244738	161244739	LINC01806	ENSG00000227403	+
chr2	161308274	161308275	PSMD14	ENSG00000115233	+
chr2	161416093	161416094	TBR1	ENSG00000136535	+
chr2	161624334	161624335	SLC4A10	ENSG00000144290	+
chr2	162074542	162074543	DPP4	ENSG00000197635	-
chr2	162152404	162152405	GCG	ENSG00000115263	-
chr2	162243557	162243558	FAP	ENSG00000078098	-
chr2	162318708	162318709	IFIH1	ENSG00000115267	-
chr2	162318762	162318763	GCA	ENSG00000115271	+
chr2	162838747	162838748	KCNH7	ENSG00000184611	-
chr2	163736007	163736008	FIGN	ENSG00000182263	-
chr2	164621850	164621851	GRB14	ENSG00000115290	-
chr2	164841418	164841419	COBLL1	ENSG00000082438	-
chr2	164955525	164955526	SLC38A11	ENSG00000169507	-
chr2	165204067	165204068	SCN3A	ENSG00000153253	-
chr2	165293830	165293831	SCN2A	ENSG00000136531	+
chr2	165572335	165572336	CSRNP3	ENSG00000178662	+
chr2	165794293	165794294	GALNT3	ENSG00000115339	-
chr2	165953838	165953839	TTC21B	ENSG00000123607	-
chr2	165933856	165933857	TTC21B-AS1	ENSG00000224490	+
chr2	166073639	166073640	SCN1A	ENSG00000144285	-
chr2	166375987	166375988	SCN9A	ENSG00000169432	-
chr2	166486971	166486972	SCN7A	ENSG00000136546	-
chr2	166888486	166888487	XIRP2	ENSG00000163092	+
chr2	167818671	167818672	B3GALT1	ENSG00000172318	+
chr2	168247595	168247596	STK39	ENSG00000198648	-
chr2	168456248	168456249	CERS6	ENSG00000172292	+
chr2	168786429	168786430	CERS6-AS1	ENSG00000227617	-
chr2	168802589	168802590	NOSTRIN	ENSG00000163072	+
chr2	168890434	168890435	SPC25	ENSG00000152253	-
chr2	168901239	168901240	G6PC2	ENSG00000152254	+
chr2	169031323	169031324	ABCB11	ENSG00000073734	-
chr2	169067034	169067035	DHRS9	ENSG00000073737	+
chr2	169362612	169362613	LRP2	ENSG00000081479	-
chr2	169479495	169479496	BBS5	ENSG00000163093	+
chr2	169509701	169509702	KLHL41	ENSG00000239474	+
chr2	169573921	169573922	FASTKD1	ENSG00000138399	-
chr2	169584339	169584340	PPIG	ENSG00000138398	+
chr2	169694421	169694422	CCDC173	ENSG00000154479	-
chr2	169694453	169694454	PHOSPHO2	ENSG00000144362	+
chr2	169733845	169733846	KLHL23	ENSG00000213160	+
chr2	169798811	169798812	SSB	ENSG00000138385	+
chr2	169824931	169824932	METTL5	ENSG00000138382	-
chr2	169827507	169827508	UBR3	ENSG00000144357	+
chr2	170178144	170178145	MYO3B	ENSG00000071909	+
chr2	170714567	170714568	LINC01124	ENSG00000222033	-
chr2	170715346	170715347	SP5	ENSG00000204335	+
chr2	170770681	170770682	ERICH2	ENSG00000204334	+
chr2	170816689	170816690	GAD1	ENSG00000128683	+
chr2	170928525	170928526	GORASP2	ENSG00000115806	+
chr2	171160900	171160901	TLK1	ENSG00000198586	-
chr2	171434109	171434110	METTL8	ENSG00000123600	-
chr2	171434250	171434251	DCAF17	ENSG00000115827	+
chr2	171522355	171522356	CYBRD1	ENSG00000071967	+
chr2	171687408	171687409	DYNC1I2	ENSG00000077380	+
chr2	171894306	171894307	SLC25A12	ENSG00000115840	-
chr2	171999896	171999897	METAP1D	ENSG00000172878	+
chr2	172085479	172085480	DLX1	ENSG00000144355	+
chr2	172102750	172102751	DLX2	ENSG00000115844	-
chr2	172103005	172103006	DLX2-AS1	ENSG00000236651	+
chr2	172427554	172427555	ITGA6	ENSG00000091409	+
chr2	172555968	172555969	PDK1	ENSG00000152256	+
chr2	172860037	172860038	RAPGEF4	ENSG00000091428	+
chr2	173075836	173075837	ZAK	ENSG00000091436	+
chr2	173354832	173354833	CDCA7	ENSG00000144354	+
chr2	173965702	173965703	SP3	ENSG00000172845	-
chr2	174025279	174025280	LINC01960	ENSG00000260868	+
chr2	174248670	174248671	OLA1	ENSG00000138430	-
chr2	174326026	174326027	LINC01305	ENSG00000231453	+
chr2	174335092	174335093	SP9	ENSG00000217236	+
chr2	174395715	174395716	CIR1	ENSG00000138433	-
chr2	174395728	174395729	SCRN3	ENSG00000144306	+
chr2	174487088	174487089	GPR155	ENSG00000163328	-
chr2	174634579	174634580	WIPF1	ENSG00000115935	-
chr2	174764472	174764473	CHRNA1	ENSG00000138435	-
chr2	175005379	175005380	CHN1	ENSG00000128656	-
chr2	175168206	175168207	ATF2	ENSG00000115966	-
chr2	175181762	175181763	ATP5G3	ENSG00000154518	-
chr2	176002345	176002346	LNPK	ENSG00000144320	-
chr2	176083962	176083963	EVX2	ENSG00000174279	-
chr2	176092803	176092804	HOXD13	ENSG00000128714	+
chr2	176099801	176099802	HOXD12	ENSG00000170178	+
chr2	176107355	176107356	HOXD11	ENSG00000128713	+
chr2	176116763	176116764	HOXD10	ENSG00000128710	+
chr2	176122684	176122685	HOXD9	ENSG00000128709	+
chr2	176129739	176129740	HOXD8	ENSG00000175879	+
chr2	176151384	176151385	HOXD4	ENSG00000170166	+
chr2	176164076	176164077	HOXD3	ENSG00000128652	+
chr2	176178165	176178166	HAGLROS	ENSG00000226363	+
chr2	176188578	176188579	HOXD1	ENSG00000128645	+
chr2	176269394	176269395	MTX2	ENSG00000128654	+
chr2	176637574	176637575	LINC01116	ENSG00000163364	-
chr2	176637753	176637754	LINC01117	ENSG00000224577	+
chr2	177212693	177212694	HNRNPA3	ENSG00000170144	+
chr2	177264131	177264132	NFE2L2	ENSG00000116044	-
chr2	177392742	177392743	AGPS	ENSG00000018510	+
chr2	177552796	177552797	TTC30B	ENSG00000196659	-
chr2	177618966	177618967	TTC30A	ENSG00000197557	-
chr2	178072755	178072756	PDE11A	ENSG00000128655	-
chr2	178112423	178112424	RBM45	ENSG00000155636	+
chr2	178194480	178194481	OSBPL6	ENSG00000079156	+
chr2	178451231	178451232	PRKRA	ENSG00000180228	-
chr2	178451435	178451436	DFNB59	ENSG00000204311	+
chr2	178478628	178478629	FKBP7	ENSG00000079150	-
chr2	178480471	178480472	PLEKHA3	ENSG00000116095	+
chr2	178807423	178807424	TTN	ENSG00000155657	-
chr2	179050059	179050060	CCDC141	ENSG00000163492	-
chr2	179264623	179264624	SESTD1	ENSG00000187231	-
chr2	179585906	179585907	ZNF385B	ENSG00000144331	-
chr2	180007053	180007054	CWC22	ENSG00000163510	-
chr2	180692103	180692104	SCHLAP1	ENSG00000281131	+
chr2	180980384	180980385	UBE2E3	ENSG00000170035	+
chr2	181123836	181123837	LINC01934	ENSG00000234663	+
chr2	181456891	181456892	ITGA4	ENSG00000115232	+
chr2	181657107	181657108	CERKL	ENSG00000188452	-
chr2	181680665	181680666	NEUROD1	ENSG00000162992	-
chr2	181891715	181891716	SSFA2	ENSG00000138434	+
chr2	181985823	181985824	PPP1R1C	ENSG00000150722	+
chr2	182522845	182522846	PDE1A	ENSG00000115252	-
chr2	182716040	182716041	DNAJC10	ENSG00000077232	+
chr2	182866770	182866771	FRZB	ENSG00000162998	-
chr2	183038858	183038859	NCKAP1	ENSG00000061676	-
chr2	183078558	183078559	DUSP19	ENSG00000162999	+
chr2	183124354	183124355	NUP35	ENSG00000163002	+
chr2	184598365	184598366	ZNF804A	ENSG00000170396	+
chr2	185738894	185738895	FSIP2	ENSG00000188738	+
chr2	186086317	186086318	LINC01473	ENSG00000237877	-
chr2	186486157	186486158	ZC3H15	ENSG00000065548	+
chr2	186590062	186590063	ITGAV	ENSG00000138448	+
chr2	186694061	186694062	FAM171B	ENSG00000144369	+
chr2	186849170	186849171	ZSWIM2	ENSG00000163012	-
chr2	187448294	187448295	CALCRL	ENSG00000064989	-
chr2	187554505	187554506	TFPI	ENSG00000003436	-
chr2	188287691	188287692	LINC01090	ENSG00000231689	-
chr2	188291668	188291669	GULP1	ENSG00000144366	+
chr2	188790104	188790105	DIRC1	ENSG00000174325	-
chr2	188974372	188974373	COL3A1	ENSG00000168542	+
chr2	189179879	189179880	COL5A2	ENSG00000204262	-
chr2	189441432	189441433	WDR75	ENSG00000115368	+
chr2	189580811	189580812	SLC40A1	ENSG00000138449	-
chr2	189661398	189661399	ASNSD1	ENSG00000138381	+
chr2	189675984	189675985	ANKAR	ENSG00000151687	+
chr2	189763198	189763199	OSGEPL1	ENSG00000128694	-
chr2	189784371	189784372	ORMDL1	ENSG00000128699	-
chr2	189784084	189784085	PMS1	ENSG00000064933	+
chr2	190062729	190062730	MSTN	ENSG00000138379	-
chr2	190180954	190180955	C2orf88	ENSG00000187699	+
chr2	190320045	190320046	HIBCH	ENSG00000198130	-
chr2	190343469	190343470	INPP1	ENSG00000151689	+
chr2	190408354	190408355	MFSD6	ENSG00000151690	+
chr2	190534742	190534743	NEMP2	ENSG00000189362	-
chr2	190659157	190659158	NAB1	ENSG00000138386	+
chr2	190880820	190880821	GLS	ENSG00000115419	+
chr2	191014250	191014251	STAT1	ENSG00000115415	-
chr2	191151260	191151261	STAT4	ENSG00000138378	-
chr2	191245275	191245276	MYO1B	ENSG00000128641	+
chr2	191678071	191678072	NABP1	ENSG00000173559	+
chr2	191847280	191847281	SDPR	ENSG00000168497	-
chr2	192194933	192194934	TMEFF2	ENSG00000144339	-
chr2	192749844	192749845	PCGEM1	ENSG00000227418	+
chr2	194344268	194344269	LINC01821	ENSG00000225539	+
chr2	194730594	194730595	LINC01790	ENSG00000230173	+
chr2	195657127	195657128	SLC39A10	ENSG00000196950	+
chr2	196068812	196068813	DNAH7	ENSG00000118997	-
chr2	196171612	196171613	STK17B	ENSG00000081320	-
chr2	196592684	196592685	HECW2	ENSG00000138411	-
chr2	196639631	196639632	CCDC150	ENSG00000144395	+
chr2	196799768	196799769	GTF3C3	ENSG00000119041	-
chr2	196810276	196810277	C2orf66	ENSG00000187944	-
chr2	196926731	196926732	PGAP1	ENSG00000197121	-
chr2	197310797	197310798	ANKRD44	ENSG00000065413	-
chr2	197435093	197435094	SF3B1	ENSG00000115524	-
chr2	197453422	197453423	COQ10B	ENSG00000115520	+
chr2	197499916	197499917	HSPD1	ENSG00000144381	-
chr2	197499996	197499997	HSPE1	ENSG00000115541	+
chr2	197499996	197499997	HSPE1-MOB4	ENSG00000270757	+
chr2	197516042	197516043	MOB4	ENSG00000115540	+
chr2	197675860	197675861	RFTN2	ENSG00000162944	-
chr2	197705303	197705304	MARS2	ENSG00000247626	+
chr2	197785010	197785011	BOLL	ENSG00000152430	-
chr2	197804701	197804702	PLCL1	ENSG00000115896	+
chr2	198375097	198375098	LINC01923	ENSG00000236653	-
chr2	199458096	199458097	SATB2	ENSG00000119042	-
chr2	199608067	199608068	LINC01877	ENSG00000238217	+
chr2	199851173	199851174	FTCDNL1	ENSG00000226124	-
chr2	199911255	199911256	C2orf69	ENSG00000178074	+
chr2	199955736	199955737	TYW5	ENSG00000162971	-
chr2	199955316	199955317	MAIP1	ENSG00000162972	+
chr2	200305880	200305881	SPATS2L	ENSG00000196141	+
chr2	200510094	200510095	KCTD18	ENSG00000155729	-
chr2	200526141	200526142	SGO2	ENSG00000163535	+
chr2	200586007	200586008	AOX1	ENSG00000138356	+
chr2	200695722	200695723	AOX3P-AOX2P	ENSG00000284084	+
chr2	200735177	200735178	LINC01792	ENSG00000237166	-
chr2	200811921	200811922	BZW1	ENSG00000082153	+
chr2	200864744	200864745	CLK1	ENSG00000013441	-
chr2	200889126	200889127	PPIL3	ENSG00000240344	-
chr2	200889326	200889327	NIF3L1	ENSG00000196290	+
chr2	200963701	200963702	ORC2	ENSG00000115942	-
chr2	201071671	201071672	FAM126B	ENSG00000155744	-
chr2	201071738	201071739	NDUFB3	ENSG00000119013	+
chr2	201116153	201116154	CFLAR	ENSG00000003402	+
chr2	201182897	201182898	CASP10	ENSG00000003400	+
chr2	201233442	201233443	CASP8	ENSG00000064012	+
chr2	201357398	201357399	ALS2CR12	ENSG00000155749	-
chr2	201451596	201451597	TRAK2	ENSG00000115993	-
chr2	201451668	201451669	STRADB	ENSG00000082146	+
chr2	201619182	201619183	C2CD6	ENSG00000155754	-
chr2	201642944	201642945	TMEM237	ENSG00000155755	-
chr2	201698694	201698695	MPP4	ENSG00000082126	-
chr2	201781172	201781173	ALS2	ENSG00000003393	-
chr2	201806578	201806579	CDK15	ENSG00000138395	+
chr2	202034586	202034587	FZD7	ENSG00000155760	+
chr2	202073252	202073253	KIAA2012	ENSG00000182329	+
chr2	202238599	202238600	SUMO1	ENSG00000116030	-
chr2	202265715	202265716	NOP58	ENSG00000055044	+
chr2	202376326	202376327	BMPR2	ENSG00000204217	+
chr2	202635177	202635178	FAM117B	ENSG00000138439	+
chr2	202871985	202871986	ICA1L	ENSG00000163596	-
chr2	202912226	202912227	WDR12	ENSG00000138442	-
chr2	202912217	202912218	CARF	ENSG00000138380	+
chr2	203014878	203014879	NBEAL1	ENSG00000144426	+
chr2	203238440	203238441	CYP20A1	ENSG00000119004	+
chr2	203328238	203328239	ABI2	ENSG00000138443	+
chr2	203535335	203535336	RAPH1	ENSG00000173166	-
chr2	203706474	203706475	CD28	ENSG00000178562	+
chr2	203867787	203867788	CTLA4	ENSG00000163599	+
chr2	203936747	203936748	ICOS	ENSG00000163600	+
chr2	204545792	204545793	PARD3B	ENSG00000116117	+
chr2	205682499	205682500	NRP2	ENSG00000118257	+
chr2	206086182	206086183	INO80D	ENSG00000114933	-
chr2	206159519	206159520	NDUFS1	ENSG00000023228	-
chr2	206159593	206159594	EEF1B2	ENSG00000114942	+
chr2	206218047	206218048	GPR1	ENSG00000183671	-
chr2	206203375	206203376	GPR1-AS	ENSG00000279220	+
chr2	206274640	206274641	ZDBF2	ENSG00000204186	+
chr2	206443643	206443644	ADAM23	ENSG00000114948	+
chr2	206718396	206718397	DYTN	ENSG00000232125	-
chr2	206765549	206765550	MDH1B	ENSG00000138400	-
chr2	206765387	206765388	FASTKD2	ENSG00000118246	+
chr2	206939553	206939554	CPO	ENSG00000144410	+
chr2	207166016	207166017	KLF7	ENSG00000118263	-
chr2	207529891	207529892	CREB1	ENSG00000118260	+
chr2	207625378	207625379	METTL21A	ENSG00000144401	-
chr2	207662383	207662384	LINC01857	ENSG00000224137	+
chr2	207711539	207711540	CCNYL1	ENSG00000163249	+
chr2	207769419	207769420	FZD5	ENSG00000163251	-
chr2	208025560	208025561	PLEKHM3	ENSG00000178385	-
chr2	208124589	208124590	CRYGD	ENSG00000118231	-
chr2	208129830	208129831	CRYGC	ENSG00000163254	-
chr2	208146153	208146154	CRYGB	ENSG00000182187	-
chr2	208163573	208163574	CRYGA	ENSG00000168582	-
chr2	208190049	208190050	C2orf80	ENSG00000188674	-
chr2	208255143	208255144	IDH1	ENSG00000138413	-
chr2	208266266	208266267	PIKFYVE	ENSG00000115020	+
chr2	208406829	208406830	PTH2R	ENSG00000144407	+
chr2	209579678	209579679	MAP2	ENSG00000078018	+
chr2	209771992	209771993	UNC80	ENSG00000144406	+
chr2	210002564	210002565	RPE	ENSG00000197713	+
chr2	210171370	210171371	KANSL1L	ENSG00000144445	-
chr2	210225491	210225492	ACADL	ENSG00000115361	-
chr2	210315171	210315172	MYL1	ENSG00000168530	-
chr2	210476767	210476768	LANCL1	ENSG00000115365	-
chr2	210556598	210556599	CPS1	ENSG00000021826	+
chr2	212538628	212538629	ERBB4	ENSG00000178568	-
chr2	212795330	212795331	LINC01878	ENSG00000234308	+
chr2	213150334	213150335	IKZF2	ENSG00000030419	-
chr2	213284378	213284379	SPAG16	ENSG00000144451	+
chr2	214411567	214411568	VWC2L	ENSG00000174453	+
chr2	214809711	214809712	BARD1	ENSG00000138376	-
chr2	215138428	215138429	ABCA12	ENSG00000144452	-
chr2	215311955	215311956	ATIC	ENSG00000138363	+
chr2	215436068	215436069	FN1	ENSG00000115414	-
chr2	215843536	215843537	LINC00607	ENSG00000235770	-
chr2	215718042	215718043	LINC01614	ENSG00000230838	+
chr2	216013623	216013624	MREG	ENSG00000118242	-
chr2	216081816	216081817	PECR	ENSG00000115425	-
chr2	216081865	216081866	TMEM169	ENSG00000163449	+
chr2	216109296	216109297	XRCC5	ENSG00000079246	+
chr2	216216888	216216889	LINC01963	ENSG00000260804	+
chr2	216372027	216372028	MARCH4	ENSG00000144583	-
chr2	216412413	216412414	SMARCAL1	ENSG00000138375	+
chr2	216498796	216498797	RPL37A	ENSG00000197756	+
chr2	216632827	216632828	IGFBP2	ENSG00000115457	+
chr2	216695549	216695550	IGFBP5	ENSG00000115461	-
chr2	216860059	216860060	TNP1	ENSG00000118245	-
chr2	216870771	216870772	LINC01921	ENSG00000223874	+
chr2	217282732	217282733	DIRC3-AS1	ENSG00000233143	+
chr2	217756593	217756594	DIRC3	ENSG00000231672	-
chr2	217920236	217920237	TNS1	ENSG00000079308	-
chr2	218069014	218069015	RUFY4	ENSG00000188282	+
chr2	218126012	218126013	CXCR2	ENSG00000180871	+
chr2	218166993	218166994	CXCR1	ENSG00000163464	-
chr2	218217396	218217397	ARPC2	ENSG00000163466	+
chr2	218261014	218261015	GPBAR1	ENSG00000179921	+
chr2	218270209	218270210	AAMP	ENSG00000127837	-
chr2	218270391	218270392	PNKD	ENSG00000127838	+
chr2	218292577	218292578	TMBIM1	ENSG00000135926	-
chr2	218356855	218356856	CATIP	ENSG00000158428	+
chr2	218367902	218367903	CATIP-AS1	ENSG00000225062	-
chr2	218382028	218382029	SLC11A1	ENSG00000018280	+
chr2	218399754	218399755	CTDSP1	ENSG00000144579	+
chr2	218419114	218419115	VIL1	ENSG00000127831	+
chr2	218568361	218568362	USP37	ENSG00000135913	-
chr2	218568579	218568580	CNOT9	ENSG00000144580	+
chr2	218607764	218607765	PLCD4	ENSG00000115556	+
chr2	218659540	218659541	ZNF142	ENSG00000115568	-
chr2	218659655	218659656	BCS1L	ENSG00000074582	+
chr2	218672058	218672059	RNF25	ENSG00000163481	-
chr2	218672025	218672026	STK36	ENSG00000163482	+
chr2	218710844	218710845	TTLL4	ENSG00000135912	+
chr2	218781748	218781749	CYP27A1	ENSG00000135929	+
chr2	218831789	218831790	PRKAG3	ENSG00000115592	-
chr2	218859822	218859823	WNT6	ENSG00000115596	+
chr2	218880532	218880533	WNT10A	ENSG00000135925	+
chr2	218959627	218959628	CDK5R2	ENSG00000171450	+
chr2	218985657	218985658	FEV	ENSG00000163497	-
chr2	218993405	218993406	CRYBA2	ENSG00000163499	-
chr2	219041551	219041552	CFAP65	ENSG00000181378	-
chr2	219060516	219060517	IHH	ENSG00000163501	-
chr2	219160865	219160866	NHEJ1	ENSG00000187736	-
chr2	219170095	219170096	SLC23A3	ENSG00000213901	-
chr2	219176993	219176994	CNPPD1	ENSG00000115649	-
chr2	219178189	219178190	FAM134A	ENSG00000144567	+
chr2	219206783	219206784	ZFAND2B	ENSG00000158552	+
chr2	219218990	219218991	ABCB6	ENSG00000115657	-
chr2	219229688	219229689	ATG9A	ENSG00000198925	-
chr2	219229756	219229757	ANKZF1	ENSG00000163516	+
chr2	219245429	219245430	GLB1L	ENSG00000163521	-
chr2	219245454	219245455	STK16	ENSG00000115661	+
chr2	219253946	219253947	TUBA4A	ENSG00000127824	-
chr2	219253242	219253243	TUBA4B	ENSG00000243910	+
chr2	219279317	219279318	DNAJB2	ENSG00000135924	+
chr2	219309573	219309574	PTPRN	ENSG00000054356	-
chr2	219333177	219333178	RESP18	ENSG00000182698	-
chr2	219387940	219387941	DNPEP	ENSG00000123992	-
chr2	219418376	219418377	DES	ENSG00000175084	+
chr2	219434977	219434978	SPEG	ENSG00000072195	+
chr2	219498864	219498865	GMPPA	ENSG00000144591	+
chr2	219514169	219514170	ASIC4	ENSG00000072182	+
chr2	219543765	219543766	CHPF	ENSG00000123989	-
chr2	219544005	219544006	TMEM198	ENSG00000188760	+
chr2	219571546	219571547	OBSL1	ENSG00000124006	-
chr2	219572231	219572232	INHA	ENSG00000123999	+
chr2	219597850	219597851	STK11IP	ENSG00000144589	+
chr2	219627569	219627570	SLC4A3	ENSG00000114923	+
chr2	221572358	221572359	EPHA4	ENSG00000116106	-
chr2	222298996	222298997	PAX3	ENSG00000135903	-
chr2	222298146	222298147	CCDC140	ENSG00000163081	+
chr2	222424506	222424507	SGPP2	ENSG00000163082	+
chr2	222656355	222656356	FARSB	ENSG00000116120	-
chr2	222671737	222671738	MOGAT1	ENSG00000124003	+
chr2	222861013	222861014	ACSL3	ENSG00000123983	+
chr2	223051929	223051930	KCNE4	ENSG00000152049	+
chr2	223602499	223602500	SCG2	ENSG00000171951	-
chr2	223837602	223837603	AP1S3	ENSG00000152056	-
chr2	223945387	223945388	WDFY1	ENSG00000085449	-
chr2	223957403	223957404	MRPL44	ENSG00000135900	+
chr2	224039319	224039320	SERPINE2	ENSG00000135919	-
chr2	224401994	224401995	FAM124B	ENSG00000124019	-
chr2	224585397	224585398	CUL3	ENSG00000036257	-
chr2	225042613	225042614	DOCK10	ENSG00000135905	-
chr2	225400885	225400886	NYAP2	ENSG00000144460	+
chr2	226798790	226798791	IRS1	ENSG00000169047	-
chr2	226835914	226835915	RHBDD1	ENSG00000144468	+
chr2	227164559	227164560	COL4A4	ENSG00000081052	-
chr2	227164564	227164565	COL4A3	ENSG00000169031	+
chr2	227325150	227325151	MFF	ENSG00000168958	+
chr2	227379306	227379307	TM4SF20	ENSG00000168955	-
chr2	227472171	227472172	AGFG1	ENSG00000173744	+
chr2	227633320	227633321	C2orf83	ENSG00000042304	-
chr2	227718029	227718030	SLC19A3	ENSG00000135917	-
chr2	227813841	227813842	CCL20	ENSG00000115009	+
chr2	227871375	227871376	DAW1	ENSG00000123977	+
chr2	228181645	228181646	SPHKAP	ENSG00000153820	-
chr2	229271341	229271342	PID1	ENSG00000153823	-
chr2	229714570	229714571	DNER	ENSG00000187957	-
chr2	229922009	229922010	TRIP12	ENSG00000153827	-
chr2	229922490	229922491	FBXO36	ENSG00000153832	+
chr2	230068999	230069000	SLC16A14	ENSG00000163053	-
chr2	230220112	230220113	SP110	ENSG00000135899	-
chr2	230225729	230225730	SP140	ENSG00000079263	+
chr2	230327179	230327180	SP140L	ENSG00000185404	+
chr2	230416155	230416156	SP100	ENSG00000067066	+
chr2	230700529	230700530	LINC01907	ENSG00000226125	-
chr2	230713547	230713548	CAB39	ENSG00000135932	+
chr2	230864894	230864895	ITM2C	ENSG00000135916	+
chr2	230925226	230925227	GPR55	ENSG00000135898	-
chr2	230996032	230996033	SPATA3-AS1	ENSG00000238062	-
chr2	230996123	230996124	SPATA3	ENSG00000173699	+
chr2	231037565	231037566	C2orf72	ENSG00000204128	+
chr2	231056863	231056864	PSMD1	ENSG00000173692	+
chr2	231125110	231125111	HTR2B	ENSG00000135914	-
chr2	231198545	231198546	ARMC9	ENSG00000135931	+
chr2	231395623	231395624	B3GNT7	ENSG00000156966	+
chr2	231464494	231464495	NCL	ENSG00000115053	-
chr2	231514339	231514340	LINC00471	ENSG00000181798	-
chr2	231530471	231530472	NMUR1	ENSG00000171596	-
chr2	231592863	231592864	TEX44	ENSG00000177673	+
chr2	231708524	231708525	PTMA	ENSG00000187514	+
chr2	231781327	231781328	PDE6D	ENSG00000156973	-
chr2	231786382	231786383	COPS7B	ENSG00000144524	+
chr2	231926403	231926404	NPPC	ENSG00000163273	-
chr2	231961582	231961583	DIS3L2	ENSG00000144535	+
chr2	232378533	232378534	ALPP	ENSG00000163283	+
chr2	232406841	232406842	ALPPL2	ENSG00000163286	+
chr2	232456111	232456112	ALPI	ENSG00000163295	+
chr2	232487859	232487860	ECEL1	ENSG00000171551	-
chr2	232520462	232520463	PRSS56	ENSG00000237412	+
chr2	232526159	232526160	CHRND	ENSG00000135902	+
chr2	232539726	232539727	CHRNG	ENSG00000196811	+
chr2	232550590	232550591	TIGD1	ENSG00000221944	-
chr2	232550586	232550587	EIF4E2	ENSG00000135930	+
chr2	232633496	232633497	EFHD1	ENSG00000115468	+
chr2	232697304	232697305	GIGYF2	ENSG00000204120	+
chr2	232776565	232776566	KCNJ13	ENSG00000115474	-
chr2	232870093	232870094	C2orf82	ENSG00000182600	+
chr2	233013241	233013242	NGEF	ENSG00000066248	-
chr2	233032671	233032672	NEU2	ENSG00000115488	+
chr2	233251570	233251571	ATG16L1	ENSG00000085978	+
chr2	233307662	233307663	SAG	ENSG00000130561	+
chr2	233388153	233388154	DGKD	ENSG00000077044	+
chr2	233565590	233565591	USP40	ENSG00000085982	-
chr2	233617644	233617645	UGT1A8	ENSG00000242366	+
chr2	233636476	233636477	UGT1A10	ENSG00000242515	+
chr2	233671897	233671898	UGT1A9	ENSG00000241119	+
chr2	233681937	233681938	UGT1A7	ENSG00000244122	+
chr2	233692865	233692866	UGT1A6	ENSG00000167165	+
chr2	233712991	233712992	UGT1A5	ENSG00000240224	+
chr2	233718791	233718792	UGT1A4	ENSG00000244474	+
chr2	233729126	233729127	UGT1A3	ENSG00000243135	+
chr2	233760272	233760273	UGT1A1	ENSG00000241635	+
chr2	233775678	233775679	MROH2A	ENSG00000185038	+
chr2	233854566	233854567	HJURP	ENSG00000123485	-
chr2	233917397	233917398	TRPM8	ENSG00000144481	+
chr2	234050701	234050702	SPP2	ENSG00000072080	+
chr2	234497049	234497050	ARL4C	ENSG00000188042	-
chr2	234682667	234682668	LINC01173	ENSG00000280744	+
chr2	234951983	234951984	SH3BP4	ENSG00000130147	+
chr2	235494088	235494089	AGAP1	ENSG00000157985	+
chr2	236168009	236168010	GBX2	ENSG00000168505	-
chr2	236264345	236264346	ASB18	ENSG00000182177	-
chr2	236507535	236507536	IQCA1	ENSG00000132321	-
chr2	236569736	236569737	ACKR3	ENSG00000144476	+
chr2	237085440	237085441	COPS8	ENSG00000198612	+
chr2	237414207	237414208	COL6A3	ENSG00000163359	-
chr2	237487218	237487219	MLPH	ENSG00000115648	+
chr2	237566573	237566574	PRLH	ENSG00000071677	+
chr2	237591126	237591127	RAB17	ENSG00000124839	-
chr2	237692163	237692164	LRRFIP1	ENSG00000124831	+
chr2	237798744	237798745	RBM44	ENSG00000177483	+
chr2	237859543	237859544	RAMP1	ENSG00000132329	+
chr2	237966944	237966945	UBE2F-SCLY	ENSG00000258984	+
chr2	237966944	237966945	UBE2F	ENSG00000184182	+
